title,description,category,condition,original_price,final_price
MacBook Pro 64G 2022款,MacBook Pro 64G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/accessories,like_new,1098,631
小型冰箱,小型冰箱，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，校内自提优先。,other/appliance,like_new,2989,1713
整箱方便面（食品饮料/零食）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,like_new,82,62
运动护膝,运动护膝，在学校操场使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/running,good,509,207
牛仔裤 尺码XL,牛仔裤 尺码XL，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/jewelry,new,262,234
骑行头盔,骑行头盔，在学校操场使用，整体状态很好，适合日常锻炼，也可以邮寄，运费自理。,sports/outdoor,like_new,168,116
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/personal_care,good,386,157
骑行头盔,骑行头盔，在学校操场使用，整体状态很好，适合日常锻炼，也可以邮寄，运费自理。,sports/running,like_new,845,624
牛仔裤 尺码XL（服装配饰/下装）,牛仔裤 尺码XL，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/bottom,like_new,563,447
化妆品套装,化妆品套装，宿舍自用，几乎全新，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/other_daily,new,415,370
小米手机 512G 2023款,小米手机 512G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/storage,good,3554,1720
瑜伽垫（运动用品/其他运动用品）,瑜伽垫，在学校体育馆使用，整体状态很好，适合日常锻炼，也可以邮寄，运费自理。,sports/other_sports,like_new,691,442
手办模型,手办模型，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，看中的话可以小刀一点。,other/ticket,poor,1087,231
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/skincare,good,382,255
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/other_daily,good,345,177
固态硬盘 128G 2020款,固态硬盘 128G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/charger,like_new,2373,1439
降噪耳机 256G 2020款,降噪耳机 256G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/phone,new,4036,3535
小米手机 128G 2022款,小米手机 128G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/phone,good,813,475
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,fair,158,44
漫画合集 第六版（图书教材/其他图书）,漫画合集 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/other_books,fair,51,16
帆布包 尺码M（服装配饰/连衣裙）,帆布包 尺码M，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/dress,fair,755,345
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,fair,108,33
羽绒服 尺码XL,羽绒服 尺码XL，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/top,fair,580,203
专业课教材 考研专用（图书教材/参考书）,专业课教材 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/reference,good,114,69
手办模型,手办模型，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，支持当面验货。,other/service,like_new,459,300
iPhone 13 128G 2022款（电子产品/充电器/数据线）,iPhone 13 128G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/charger,poor,3443,559
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/other_daily,like_new,219,128
饮料套餐（食品饮料/饮料酒水）,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,108,79
木吉他,木吉他，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/ticket,fair,2712,784
瑜伽垫,瑜伽垫，在学校操场使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/running,fair,1167,292
概率论教程 考研专用,概率论教程 考研专用，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/reference,good,109,43
羽绒服 尺码M,羽绒服 尺码M，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/hat,like_new,379,212
收纳盒（日用百货/护肤品）,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/skincare,like_new,33,19
机械键盘 256G 2022款,机械键盘 256G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/desktop,like_new,7232,4955
MacBook Pro 256G 2023款,MacBook Pro 256G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/desktop,new,4730,3347
连帽外套 尺码S,连帽外套 尺码S，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/accessories,like_new,568,447
马丁靴 尺码L,马丁靴 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/other_clothing,poor,490,112
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,good,144,78
尤克里里（其他/票券卡券）,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，支持当面验货。,other/ticket,fair,338,137
台灯,台灯，宿舍自用，几乎全新，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/kitchen,new,342,283
哑铃套装,哑铃套装，在学校体育馆使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/other_sports,new,645,464
专业课教材 第六版,专业课教材 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/language,like_new,147,111
骑行头盔,骑行头盔，在学校操场使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/ball,good,513,323
瑜伽垫,瑜伽垫，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/sports_clothing,good,336,142
桌游,桌游，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，看中的话可以小刀一点。,other/toy,good,863,526
收纳盒（日用百货/护肤品）,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/skincare,good,479,316
尤克里里,尤克里里，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/musical,good,1228,591
吹风机,吹风机，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，看中的话可以小刀一点。,other/musical,fair,1549,744
吹风机,吹风机，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/service,good,2041,1173
电饭煲（日用百货/个人护理）,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/personal_care,like_new,96,59
饮料套餐（食品饮料/方便食品）,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,fair,52,11
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,like_new,25,15
降噪耳机 128G 2020款,降噪耳机 128G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/tablet,like_new,6085,3766
零食大礼包,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,new,144,115
骑行头盔（运动用品/其他运动用品）,骑行头盔，在学校操场使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/other_sports,good,230,130
MacBook Pro 128G 2023款,MacBook Pro 128G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/other_electronics,like_new,7306,3810
线性代数 第七版（图书教材/其他图书）,线性代数 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/other_books,poor,101,13
iPhone 14 128G 2022款,iPhone 14 128G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/tablet,fair,3246,1438
风衣 尺码XL,风衣 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/accessories,good,800,324
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,like_new,96,51
轻薄本 512G 2023款（电子产品/其他电子产品）,轻薄本 512G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/other_electronics,like_new,2163,1466
整箱方便面（食品饮料/零食）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,good,90,43
瑜伽垫,瑜伽垫，在学校操场使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/running,like_new,1096,868
马丁靴 尺码XL,马丁靴 尺码XL，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/outerwear,good,193,95
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/cleaning,like_new,127,87
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,like_new,8,5
概率论教程 第六版,概率论教程 第六版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/professional,like_new,169,124
画板,画板，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/ticket,like_new,1039,774
风衣 尺码M（服装配饰/连衣裙）,风衣 尺码M，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/dress,like_new,644,386
固态硬盘 512G 2020款（电子产品/充电器/数据线）,固态硬盘 512G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/charger,like_new,6144,3072
专业课教材 第七版,专业课教材 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/professional,good,171,107
MacBook Pro 256G 2021款,MacBook Pro 256G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/charger,like_new,7280,4674
机械键盘 128G 2023款（电子产品/台式电脑）,机械键盘 128G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/desktop,fair,2085,662
连帽外套 尺码L（服装配饰/鞋子）,连帽外套 尺码L，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/shoes,like_new,456,297
MacBook Pro 256G 2021款,MacBook Pro 256G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/laptop,good,3367,1347
考研英语真题 第七版,考研英语真题 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/other_books,fair,86,27
iPhone 13 128G 2021款,iPhone 13 128G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/watch,good,2637,1438
桌游,桌游，在校期间使用，整体成色良好，适合有同样兴趣的同学，校内自提优先。,other/musical,good,2030,1267
经典小说 考研专用,经典小说 考研专用，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/textbook,fair,66,17
帆布包 尺码M（服装配饰/配饰）,帆布包 尺码M，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/accessories,like_new,505,257
足球,足球，在学校操场使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/yoga,like_new,487,349
iPhone 14 256G 2023款（电子产品/智能手表/手环）,iPhone 14 256G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/watch,like_new,856,539
运动护膝,运动护膝，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/sports_shoes,good,244,108
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,like_new,27,15
哑铃套装（运动用品/跑步装备）,哑铃套装，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/running,fair,1291,300
运动鞋 尺码M,运动鞋 尺码M，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/dress,new,261,186
瑜伽垫,瑜伽垫，在学校体育馆使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/ball,new,728,586
哑铃套装（运动用品/跑步装备）,哑铃套装，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/running,good,119,67
跑步鞋（运动用品/其他运动用品）,跑步鞋，在学校操场使用，整体状态很好，适合日常锻炼，也可以邮寄，运费自理。,sports/other_sports,new,1147,863
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,good,111,70
马丁靴 尺码XL,马丁靴 尺码XL，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/accessories,new,716,505
骑行头盔,骑行头盔，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/outdoor,good,1404,721
手办模型,手办模型，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，支持当面验货。,other/service,like_new,460,239
卫衣 尺码S（服装配饰/下装）,卫衣 尺码S，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/bottom,like_new,362,268
跑步鞋（运动用品/运动服装）,跑步鞋，在学校操场使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/sports_clothing,like_new,1364,1051
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/storage_box,good,19,8
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,118,72
iPhone 14 256G 2020款,iPhone 14 256G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/watch,like_new,194,124
尤克里里,尤克里里，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/ticket,good,1156,544
风衣 尺码L,风衣 尺码L，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bag,like_new,107,59
降噪耳机 128G 2020款（电子产品/笔记本电脑）,降噪耳机 128G 2020款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/laptop,poor,7108,1606
跑步鞋（运动用品/瑜伽用品）,跑步鞋，在学校操场使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/yoga,good,89,55
MacBook Pro 64G 2023款,MacBook Pro 64G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/watch,like_new,2887,2245
骑行头盔,骑行头盔，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/fitness,good,1286,889
篮球,篮球，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/yoga,good,546,372
iPhone 13 128G 2021款,iPhone 13 128G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/camera,fair,780,233
电磁炉（日用百货/个人护理）,电磁炉，宿舍自用，几乎全新，一直保持干净，转给需要的同学，支持当面验货。,daily/personal_care,new,361,315
画板,画板，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，校内自提优先。,other/art,good,1630,1059
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,fair,74,31
桌游,桌游，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/furniture,like_new,2610,1527
运动护膝,运动护膝，在学校操场使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/running,new,1156,867
运动护膝（运动用品/瑜伽用品）,运动护膝，在学校操场使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/yoga,good,1111,731
跑步鞋（运动用品/其他运动用品）,跑步鞋，在学校操场使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/other_sports,good,524,222
固态硬盘 512G 2021款（电子产品/耳机/音响）,固态硬盘 512G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/headphone,new,1574,1152
木吉他（其他/服务技能）,木吉他，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/service,like_new,1196,831
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/other_daily,like_new,237,172
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,like_new,41,21
木吉他,木吉他，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，校内自提优先。,other/toy,like_new,185,97
帆布包 尺码M,帆布包 尺码M，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/other_clothing,like_new,796,478
小米手机 64G 2023款（电子产品/智能手表/手环）,小米手机 64G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/watch,poor,4194,1010
收纳盒,收纳盒，宿舍自用，几乎全新，一直保持干净，转给需要的同学，校内自提优先。,daily/cleaning,new,431,354
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,good,36,15
吹风机,吹风机，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，支持当面验货。,other/musical,good,2017,1144
华为 Mate 64G 2021款（电子产品/智能手表/手环）,华为 Mate 64G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/watch,like_new,7265,3751
羽绒服 尺码M（服装配饰/外套大衣）,羽绒服 尺码M，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/outerwear,good,53,25
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,19,12
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,like_new,171,123
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/decoration,like_new,11,8
哑铃套装（运动用品/游泳用品）,哑铃套装，在学校操场使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/swimming,like_new,538,418
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,183,141
运动鞋 尺码L,运动鞋 尺码L，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/top,like_new,463,242
手办模型,手办模型，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/toy,like_new,257,149
双肩包 尺码S,双肩包 尺码S，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/jewelry,like_new,385,221
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/storage_box,like_new,204,107
显示器 64G 2022款,显示器 64G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/watch,like_new,3638,2029
整箱方便面（食品饮料/其他食品）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,like_new,161,125
iPhone 13 256G 2023款,iPhone 13 256G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/laptop,good,3237,1557
跑步鞋,跑步鞋，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/running,good,1030,602
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/bedding,good,357,184
小型冰箱,小型冰箱，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，看中的话可以小刀一点。,other/service,like_new,2623,2062
iPad Air 128G 2023款,iPad Air 128G 2023款，主要用来上网课，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/headphone,fair,3464,918
奶茶券（食品饮料/保健食品）,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,55,30
电磁炉（日用百货/床上用品）,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/bedding,like_new,224,160
连帽外套 尺码S,连帽外套 尺码S，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/hat,fair,309,106
化妆品套装（日用百货/文具用品）,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/stationery,good,126,66
显示器 512G 2022款,显示器 512G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/storage,like_new,1461,877
骑行头盔,骑行头盔，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/yoga,good,914,546
马丁靴 尺码L（服装配饰/首饰）,马丁靴 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/jewelry,poor,70,20
羽毛球拍,羽毛球拍，在学校体育馆使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/cycling,like_new,1101,860
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/stationery,good,201,113
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/bedding,good,446,268
手办模型（其他/家具）,手办模型，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/furniture,like_new,2094,1645
轻薄本 64G 2020款,轻薄本 64G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/headphone,new,5343,4613
宿舍四件套（日用百货/厨房用品）,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/kitchen,good,482,324
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/other_daily,good,40,19
羽绒服 尺码M,羽绒服 尺码M，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/bottom,like_new,361,275
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,poor,162,46
吹风机（其他/其他）,吹风机，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/other_other,new,2036,1577
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,new,178,146
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/kitchen,like_new,479,349
桌游,桌游，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，校内自提优先。,other/toy,like_new,2239,1152
运动鞋 尺码S,运动鞋 尺码S，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/other_clothing,new,92,75
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/storage_box,like_new,451,317
高数 同济版 考研专用,高数 同济版 考研专用，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/textbook,fair,93,31
卫衣 尺码L,卫衣 尺码L，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/outerwear,good,740,492
降噪耳机 512G 2023款,降噪耳机 512G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/storage,like_new,7269,3777
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/bedding,like_new,259,170
线性代数 最新版,线性代数 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/other_books,good,113,53
风衣 尺码M（服装配饰/包包）,风衣 尺码M，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bag,good,512,287
电饭煲（日用百货/文具用品）,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/stationery,fair,103,31
篮球,篮球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/other_sports,good,325,187
专业参考书 考研专用,专业参考书 考研专用，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/other_books,fair,168,36
跑步鞋,跑步鞋，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/swimming,fair,390,191
跑步鞋,跑步鞋，在学校操场使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/sports_shoes,like_new,655,414
哑铃套装（运动用品/运动鞋）,哑铃套装，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/sports_shoes,poor,1067,197
雨伞（日用百货/床上用品）,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/bedding,like_new,153,97
哑铃套装,哑铃套装，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/fitness,good,239,98
双肩包 尺码S（服装配饰/包包）,双肩包 尺码S，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/bag,like_new,765,523
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/cosmetics,poor,92,16
骑行头盔（运动用品/骑行装备）,骑行头盔，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/cycling,fair,252,117
画板,画板，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/furniture,good,2040,1228
跑步鞋,跑步鞋，在学校操场使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/swimming,like_new,457,270
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,like_new,37,22
